Date,StockPrice,Trading days,,,,,,,,,,,,,
18/03/2022,"1,469.10",3295,,,,,,,,,,,,,
21/03/2022,"1,494.95",3296,,,,,,,,,,,,,
22/03/2022,"1,503.78",3297,,,,,,,,,,,,,
23/03/2022,"1,502.34",3298,,,,,,,,,,,,,
24/03/2022,"1,498.26",3299,,,,,,,,,,,,,
25/03/2022,"1,498.50",3300,,,,,,,,,,,,,
28/03/2022,"1,483.18",3301,,,,,,,,,,,,,
29/03/2022,"1,497.76",3302,,,,,,,,,,,,,
30/03/2022,"1,490.51",3303,,,,,,,,,,,,,
31/03/2022,"1,492.15",3304,,,,,,,,,,,,,
01/04/2022,"1,516.44",3305,,,,,,,,,,,,,
04/04/2022,"1,524.70",3306,,,,,,,,,,,,,
05/04/2022,"1,520.03",3307,,,,,,,,,,,,,
06/04/2022,"1,522.90",3308,,,,,,,,,,,,,
07/04/2022,"1,502.35",3309,,,,,,,,,,,,,
08/04/2022,"1,482.00",3310,,,,,,,,,,,,,
12/04/2022,"1,455.25",3311,,,,,,,,,,,,,
13/04/2022,"1,477.20",3312,,,,,,,,,,,,,
14/04/2022,"1,472.12",3313,,,,,,,,,,,,,
15/04/2022,"1,458.56",3314,,,,,,,,,,,,,
18/04/2022,"1,432.60",3315,,,,,,,,,,,,,
19/04/2022,"1,406.45",3316,,,,,,,,,,,,,
20/04/2022,"1,384.72",3317,,,,,,,,,,,,,
21/04/2022,"1,370.21",3318,,,,,,,,,,,,,
22/04/2022,"1,379.23",3319,,,,,,,,,,,,,
25/04/2022,"1,310.92",3320,,,,,,,,,,,,,
26/04/2022,"1,341.34",3321,,,,,,,,,,,,,
27/04/2022,"1,353.77",3322,,,,,,,,,,,,,
28/04/2022,"1,350.99",3323,,,,,,,,,,,,,
29/04/2022,"1,366.80",3324,,,,,,,,,,,,,
04/05/2022,"1,348.68",3325,,,,,,,,,,,,,
05/05/2022,"1,360.68",3326,,,,,,,,,,,,,
06/05/2022,"1,329.26",3327,,,,,,,,,,,,,
09/05/2022,"1,269.62",3328,,,,,,,,,,,,,
10/05/2022,"1,293.56",3329,,,,,,,,,,,,,
11/05/2022,"1,301.53",3330,,,,,,,,,,,,,
12/05/2022,"1,238.84",3331,,,,,,,,,,,,,
13/05/2022,"1,182.77",3332,,,,,,,,,,,,,
16/05/2022,"1,171.95",3333,,,,,,,,,,,,,
17/05/2022,"1,228.37",3334,,,,,,,,,,,,,
18/05/2022,"1,240.76",3335,,,,,,,,,,,,,
19/05/2022,"1,241.64",3336,,,,,,,,,,,,,
20/05/2022,"1,240.71",3337,,,,,,,,,,,,,
23/05/2022,"1,218.81",3338,,,,,,,,,,,,,
24/05/2022,"1,233.38",3339,,,,,,,,,,,,,
25/05/2022,"1,268.43",3340,,,,,,,,,,,,,
26/05/2022,"1,268.57",3341,,,,,,,,,,,,,
27/05/2022,"1,285.45",3342,,,,,,,,,,,,,
30/05/2022,"1,293.92",3343,,,,,,,,,,,,,
31/05/2022,"1,292.68",3344,,,,,,,,,,,,,
01/06/2022,"1,299.52",3345,,,,,,,,,,,,,
02/06/2022,"1,288.62",3346,,,,,,,,,,,,,
03/06/2022,"1,287.98",3347,,,,,,,,,,,,,
06/06/2022,"1,290.01",3348,,,,,,,,,,,,,
07/06/2022,"1,291.35",3349,,,,,,,,,,,,,
08/06/2022,"1,307.91",3350,,,,,,,,,,,,,
09/06/2022,"1,307.80",3351,,,,,,,,,,,,,
10/06/2022,"1,284.08",3352,,,,,,,,,,,,,
13/06/2022,"1,227.04",3353,,,,,,,,,,,,,
14/06/2022,"1,230.31",3354,,,,,,,,,,,,,
15/06/2022,"1,213.93",3355,,,,,,,,,,,,,
16/06/2022,"1,236.63",3356,,,,,,,,,,,,,
17/06/2022,"1,217.30",3357,,,,,,,,,,,,,
20/06/2022,"1,180.40",3358,,,,,,,,,,,,,
21/06/2022,"1,172.47",3359,,,,,,,,,,,,,
22/06/2022,"1,169.27",3360,,,,,,,,,,,,,
23/06/2022,"1,188.88",3361,,,,,,,,,,,,,
24/06/2022,"1,185.48",3362,,,,,,,,,,,,,
27/06/2022,"1,202.82",3363,,,,,,,,,,,,,
28/06/2022,"1,218.10",3364,,,,,,,,,,,,,
29/06/2022,"1,218.09",3365,,,,,,,,,,,,,
30/06/2022,"1,197.60",3366,,,,,,,,,,,,,
