Date,StockPrice,Trading days,,,,,,,,,,,,,
08/04/2020,748.02,2808,,,,,,,,,,,,,
09/04/2020,760.33,2809,,,,,,,,,,,,,
10/04/2020,757.94,2810,,,,,,,,,,,,,
13/04/2020,765.79,2811,,,,,,,,,,,,,
14/04/2020,767.41,2812,,,,,,,,,,,,,
15/04/2020,777.22,2813,,,,,,,,,,,,,
16/04/2020,780.70,2814,,,,,,,,,,,,,
17/04/2020,789.60,2815,,,,,,,,,,,,,
20/04/2020,794.97,2816,,,,,,,,,,,,,
21/04/2020,766.84,2817,,,,,,,,,,,,,
22/04/2020,768.92,2818,,,,,,,,,,,,,
23/04/2020,773.91,2819,,,,,,,,,,,,,
24/04/2020,776.66,2820,,,,,,,,,,,,,
27/04/2020,770.77,2821,,,,,,,,,,,,,
28/04/2020,767.21,2822,,,,,,,,,,,,,
29/04/2020,769.11,2823,,,,,,,,,,,,,
04/05/2020,762.47,2824,,,,,,,,,,,,,
05/05/2020,764.16,2825,,,,,,,,,,,,,
06/05/2020,782.59,2826,,,,,,,,,,,,,
07/05/2020,796.54,2827,,,,,,,,,,,,,
08/05/2020,813.73,2828,,,,,,,,,,,,,
11/05/2020,828.33,2829,,,,,,,,,,,,,
12/05/2020,835.32,2830,,,,,,,,,,,,,
13/05/2020,834.21,2831,,,,,,,,,,,,,
14/05/2020,832.40,2832,,,,,,,,,,,,,
15/05/2020,827.03,2833,,,,,,,,,,,,,
18/05/2020,837.01,2834,,,,,,,,,,,,,
19/05/2020,845.92,2835,,,,,,,,,,,,,
20/05/2020,852.91,2836,,,,,,,,,,,,,
21/05/2020,862.73,2837,,,,,,,,,,,,,
22/05/2020,852.74,2838,,,,,,,,,,,,,
25/05/2020,859.04,2839,,,,,,,,,,,,,
26/05/2020,869.13,2840,,,,,,,,,,,,,
27/05/2020,857.48,2841,,,,,,,,,,,,,
28/05/2020,861.39,2842,,,,,,,,,,,,,
29/05/2020,864.47,2843,,,,,,,,,,,,,
01/06/2020,878.67,2844,,,,,,,,,,,,,
02/06/2020,874.80,2845,,,,,,,,,,,,,
03/06/2020,881.17,2846,,,,,,,,,,,,,
04/06/2020,883.90,2847,,,,,,,,,,,,,
05/06/2020,886.22,2848,,,,,,,,,,,,,
08/06/2020,899.92,2849,,,,,,,,,,,,,
09/06/2020,899.43,2850,,,,,,,,,,,,,
10/06/2020,900.00,2851,,,,,,,,,,,,,
11/06/2020,867.37,2852,,,,,,,,,,,,,
12/06/2020,863.52,2853,,,,,,,,,,,,,
15/06/2020,832.47,2854,,,,,,,,,,,,,
16/06/2020,856.13,2855,,,,,,,,,,,,,
17/06/2020,854.44,2856,,,,,,,,,,,,,
18/06/2020,855.27,2857,,,,,,,,,,,,,
19/06/2020,868.56,2858,,,,,,,,,,,,,
22/06/2020,871.28,2859,,,,,,,,,,,,,
23/06/2020,868.20,2860,,,,,,,,,,,,,
24/06/2020,859.71,2861,,,,,,,,,,,,,
25/06/2020,854.59,2862,,,,,,,,,,,,,
26/06/2020,851.98,2863,,,,,,,,,,,,,
29/06/2020,829.36,2864,,,,,,,,,,,,,
30/06/2020,825.11,2865,,,,,,,,,,,,,
01/07/2020,843.49,2866,,,,,,,,,,,,,
02/07/2020,842.38,2867,,,,,,,,,,,,,
03/07/2020,847.61,2868,,,,,,,,,,,,,
06/07/2020,861.16,2869,,,,,,,,,,,,,
07/07/2020,863.42,2870,,,,,,,,,,,,,
08/07/2020,864.50,2871,,,,,,,,,,,,,
09/07/2020,876.46,2872,,,,,,,,,,,,,
10/07/2020,871.21,2873,,,,,,,,,,,,,
13/07/2020,868.72,2874,,,,,,,,,,,,,
14/07/2020,868.11,2875,,,,,,,,,,,,,
15/07/2020,869.91,2876,,,,,,,,,,,,,
16/07/2020,876.83,2877,,,,,,,,,,,,,
17/07/2020,872.02,2878,,,,,,,,,,,,,
20/07/2020,861.40,2879,,,,,,,,,,,,,
21/07/2020,861.69,2880,,,,,,,,,,,,,
22/07/2020,855.08,2881,,,,,,,,,,,,,
23/07/2020,856.75,2882,,,,,,,,,,,,,
24/07/2020,829.16,2883,,,,,,,,,,,,,
27/07/2020,785.17,2884,,,,,,,,,,,,,
28/07/2020,813.36,2885,,,,,,,,,,,,,
29/07/2020,790.84,2886,,,,,,,,,,,,,
30/07/2020,801.13,2887,,,,,,,,,,,,,
31/07/2020,798.39,2888,,,,,,,,,,,,,
03/08/2020,814.65,2889,,,,,,,,,,,,,
04/08/2020,827.57,2890,,,,,,,,,,,,,
05/08/2020,837.80,2891,,,,,,,,,,,,,
06/08/2020,840.04,2892,,,,,,,,,,,,,
07/08/2020,841.46,2893,,,,,,,,,,,,,
10/08/2020,843.20,2894,,,,,,,,,,,,,
11/08/2020,843.08,2895,,,,,,,,,,,,,
12/08/2020,846.92,2896,,,,,,,,,,,,,
13/08/2020,855.05,2897,,,,,,,,,,,,,
14/08/2020,850.74,2898,,,,,,,,,,,,,
17/08/2020,850.15,2899,,,,,,,,,,,,,
18/08/2020,846.43,2900,,,,,,,,,,,,,
19/08/2020,851.21,2901,,,,,,,,,,,,,
20/08/2020,848.21,2902,,,,,,,,,,,,,
21/08/2020,854.78,2903,,,,,,,,,,,,,
24/08/2020,868.68,2904,,,,,,,,,,,,,
25/08/2020,874.12,2905,,,,,,,,,,,,,
26/08/2020,873.47,2906,,,,,,,,,,,,,
27/08/2020,874.71,2907,,,,,,,,,,,,,
28/08/2020,878.98,2908,,,,,,,,,,,,,
31/08/2020,881.65,2909,,,,,,,,,,,,,
01/09/2020,891.73,2910,,,,,,,,,,,,,
03/09/2020,903.97,2911,,,,,,,,,,,,,
04/09/2020,901.54,2912,,,,,,,,,,,,,
07/09/2020,888.25,2913,,,,,,,,,,,,,
08/09/2020,890.14,2914,,,,,,,,,,,,,
09/09/2020,889.32,2915,,,,,,,,,,,,,
10/09/2020,888.82,2916,,,,,,,,,,,,,
11/09/2020,888.97,2917,,,,,,,,,,,,,
14/09/2020,894.57,2918,,,,,,,,,,,,,
15/09/2020,896.26,2919,,,,,,,,,,,,,
16/09/2020,897.47,2920,,,,,,,,,,,,,
17/09/2020,894.04,2921,,,,,,,,,,,,,
18/09/2020,900.95,2922,,,,,,,,,,,,,
21/09/2020,907.94,2923,,,,,,,,,,,,,
22/09/2020,906.19,2924,,,,,,,,,,,,,
23/09/2020,912.50,2925,,,,,,,,,,,,,
24/09/2020,908.58,2926,,,,,,,,,,,,,
25/09/2020,908.27,2927,,,,,,,,,,,,,
28/09/2020,912.50,2928,,,,,,,,,,,,,
29/09/2020,903.98,2929,,,,,,,,,,,,,
30/09/2020,905.21,2930,,,,,,,,,,,,,
01/10/2020,914.09,2931,,,,,,,,,,,,,
02/10/2020,909.91,2932,,,,,,,,,,,,,
05/10/2020,914.68,2933,,,,,,,,,,,,,
06/10/2020,915.67,2934,,,,,,,,,,,,,
07/10/2020,919.72,2935,,,,,,,,,,,,,
08/10/2020,918.84,2936,,,,,,,,,,,,,
09/10/2020,924.00,2937,,,,,,,,,,,,,
12/10/2020,925.83,2938,,,,,,,,,,,,,
13/10/2020,929.86,2939,,,,,,,,,,,,,
14/10/2020,940.18,2940,,,,,,,,,,,,,
15/10/2020,942.76,2941,,,,,,,,,,,,,
16/10/2020,943.30,2942,,,,,,,,,,,,,
19/10/2020,943.69,2943,,,,,,,,,,,,,
20/10/2020,944.42,2944,,,,,,,,,,,,,
21/10/2020,939.03,2945,,,,,,,,,,,,,
22/10/2020,949.90,2946,,,,,,,,,,,,,
23/10/2020,961.26,2947,,,,,,,,,,,,,
26/10/2020,950.80,2948,,,,,,,,,,,,,
27/10/2020,946.47,2949,,,,,,,,,,,,,
28/10/2020,921.05,2950,,,,,,,,,,,,,
29/10/2020,919.08,2951,,,,,,,,,,,,,
30/10/2020,925.47,2952,,,,,,,,,,,,,
02/11/2020,933.68,2953,,,,,,,,,,,,,
03/11/2020,935.41,2954,,,,,,,,,,,,,
04/11/2020,939.76,2955,,,,,,,,,,,,,
05/11/2020,937.75,2956,,,,,,,,,,,,,
06/11/2020,938.29,2957,,,,,,,,,,,,,
09/11/2020,951.99,2958,,,,,,,,,,,,,
10/11/2020,951.90,2959,,,,,,,,,,,,,
11/11/2020,952.22,2960,,,,,,,,,,,,,
12/11/2020,959.28,2961,,,,,,,,,,,,,
13/11/2020,966.29,2962,,,,,,,,,,,,,
16/11/2020,950.79,2963,,,,,,,,,,,,,
17/11/2020,968.90,2964,,,,,,,,,,,,,
18/11/2020,973.53,2965,,,,,,,,,,,,,
19/11/2020,983.26,2966,,,,,,,,,,,,,
20/11/2020,990.00,2967,,,,,,,,,,,,,
23/11/2020,994.19,2968,,,,,,,,,,,,,
24/11/2020,995.76,2969,,,,,,,,,,,,,
25/11/2020,999.94,2970,,,,,,,,,,,,,
26/11/2020,1005.97,2971,,,,,,,,,,,,,
27/11/2020,1010.22,2972,,,,,,,,,,,,,
30/11/2020,1003.08,2973,,,,,,,,,,,,,
01/12/2020,1008.87,2974,,,,,,,,,,,,,
02/12/2020,1014.32,2975,,,,,,,,,,,,,
03/12/2020,1019.80,2976,,,,,,,,,,,,,
04/12/2020,1021.49,2977,,,,,,,,,,,,,
07/12/2020,1029.98,2978,,,,,,,,,,,,,
08/12/2020,1029.26,2979,,,,,,,,,,,,,
09/12/2020,1039.13,2980,,,,,,,,,,,,,
10/12/2020,1030.91,2981,,,,,,,,,,,,,
11/12/2020,1045.96,2982,,,,,,,,,,,,,
14/12/2020,1064.09,2983,,,,,,,,,,,,,
15/12/2020,1055.27,2984,,,,,,,,,,,,,
16/12/2020,1066.99,2985,,,,,,,,,,,,,
17/12/2020,1051.77,2986,,,,,,,,,,,,,
18/12/2020,1067.46,2987,,,,,,,,,,,,,
21/12/2020,1081.08,2988,,,,,,,,,,,,,
22/12/2020,1083.45,2989,,,,,,,,,,,,,
23/12/2020,1078.90,2990,,,,,,,,,,,,,
24/12/2020,1067.52,2991,,,,,,,,,,,,,
25/12/2020,1084.42,2992,,,,,,,,,,,,,
28/12/2020,1091.33,2993,,,,,,,,,,,,,
29/12/2020,1099.49,2994,,,,,,,,,,,,,
30/12/2020,1097.54,2995,,,,,,,,,,,,,
31/12/2020,1103.87,2996,,,,,,,,,,,,,
04/01/2021,1120.47,2997,,,,,,,,,,,,,
05/01/2021,1132.55,2998,,,,,,,,,,,,,
06/01/2021,1143.21,2999,,,,,,,,,,,,,
07/01/2021,1156.49,3000,,,,,,,,,,,,,
08/01/2021,1167.69,3001,,,,,,,,,,,,,
11/01/2021,1184.89,3002,,,,,,,,,,,,,
12/01/2021,1192.28,3003,,,,,,,,,,,,,
13/01/2021,1186.05,3004,,,,,,,,,,,,,
14/01/2021,1187.40,3005,,,,,,,,,,,,,
15/01/2021,1194.20,3006,,,,,,,,,,,,,
18/01/2021,1191.94,3007,,,,,,,,,,,,,
19/01/2021,1131.00,3008,,,,,,,,,,,,,
20/01/2021,1134.68,3009,,,,,,,,,,,,,
21/01/2021,1164.21,3010,,,,,,,,,,,,,
22/01/2021,1166.78,3011,,,,,,,,,,,,,
25/01/2021,1166.05,3012,,,,,,,,,,,,,
26/01/2021,1136.12,3013,,,,,,,,,,,,,
27/01/2021,1097.17,3014,,,,,,,,,,,,,
28/01/2021,1023.94,3015,,,,,,,,,,,,,
29/01/2021,1056.61,3016,,,,,,,,,,,,,
01/02/2021,1035.51,3017,,,,,,,,,,,,,
02/02/2021,1075.53,3018,,,,,,,,,,,,,
03/02/2021,1111.29,3019,,,,,,,,,,,,,
04/02/2021,1112.19,3020,,,,,,,,,,,,,
05/02/2021,1126.91,3021,,,,,,,,,,,,,
08/02/2021,1083.18,3022,,,,,,,,,,,,,
09/02/2021,1114.93,3023,,,,,,,,,,,,,
17/02/2021,1155.78,3024,,,,,,,,,,,,,
18/02/2021,1174.38,3025,,,,,,,,,,,,,
19/02/2021,1173.50,3026,,,,,,,,,,,,,
22/02/2021,1175.04,3027,,,,,,,,,,,,,
23/02/2021,1177.64,3028,,,,,,,,,,,,,
24/02/2021,1162.01,3029,,,,,,,,,,,,,
25/02/2021,1165.43,3030,,,,,,,,,,,,,
26/02/2021,1168.47,3031,,,,,,,,,,,,,
01/03/2021,1186.17,3032,,,,,,,,,,,,,
02/03/2021,1186.61,3033,,,,,,,,,,,,,
03/03/2021,1186.95,3034,,,,,,,,,,,,,
04/03/2021,1168.52,3035,,,,,,,,,,,,,
05/03/2021,1168.69,3036,,,,,,,,,,,,,
08/03/2021,1168.27,3037,,,,,,,,,,,,,
09/03/2021,1161.97,3038,,,,,,,,,,,,,
10/03/2021,1170.08,3039,,,,,,,,,,,,,
11/03/2021,1181.73,3040,,,,,,,,,,,,,
12/03/2021,1181.56,3041,,,,,,,,,,,,,
15/03/2021,1184.56,3042,,,,,,,,,,,,,
16/03/2021,1179.90,3043,,,,,,,,,,,,,
17/03/2021,1186.09,3044,,,,,,,,,,,,,
18/03/2021,1200.94,3045,,,,,,,,,,,,,
19/03/2021,1194.05,3046,,,,,,,,,,,,,
22/03/2021,1194.43,3047,,,,,,,,,,,,,
23/03/2021,1183.45,3048,,,,,,,,,,,,,
24/03/2021,1161.81,3049,,,,,,,,,,,,,
25/03/2021,1163.10,3050,,,,,,,,,,,,,
26/03/2021,"1,162.21",3051,,,,,,,,,,,,,
29/03/2021,"1,175.68",3052,,,,,,,,,,,,,
30/03/2021,"1,186.36",3053,,,,,,,,,,,,,
31/03/2021,"1,191.44",3054,,,,,,,,,,,,,
01/04/2021,"1,216.10",3055,,,,,,,,,,,,,
02/04/2021,"1,224.45",3056,,,,,,,,,,,,,
05/04/2021,"1,236.05",3057,,,,,,,,,,,,,
06/04/2021,"1,239.96",3058,,,,,,,,,,,,,
07/04/2021,"1,242.38",3059,,,,,,,,,,,,,
08/04/2021,"1,234.89",3060,,,,,,,,,,,,,
09/04/2021,"1,231.66",3061,,,,,,,,,,,,,
12/04/2021,"1,252.45",3062,,,,,,,,,,,,,
13/04/2021,"1,248.33",3063,,,,,,,,,,,,,
14/04/2021,"1,255.87",3064,,,,,,,,,,,,,
15/04/2021,"1,247.25",3065,,,,,,,,,,,,,
16/04/2021,"1,238.71",3066,,,,,,,,,,,,,
19/04/2021,"1,260.58",3067,,,,,,,,,,,,,
20/04/2021,"1,268.28",3068,,,,,,,,,,,,,
22/04/2021,"1,227.82",3069,,,,,,,,,,,,,
23/04/2021,"1,248.53",3070,,,,,,,,,,,,,
26/04/2021,"1,215.77",3071,,,,,,,,,,,,,
27/04/2021,"1,219.75",3072,,,,,,,,,,,,,
28/04/2021,"1,229.55",3073,,,,,,,,,,,,,
29/04/2021,"1,239.39",3074,,,,,,,,,,,,,
04/05/2021,"1,242.20",3075,,,,,,,,,,,,,
05/05/2021,"1,256.43",3076,,,,,,,,,,,,,
06/05/2021,"1,250.57",3077,,,,,,,,,,,,,
07/05/2021,"1,241.81",3078,,,,,,,,,,,,,
10/05/2021,"1,259.58",3079,,,,,,,,,,,,,
11/05/2021,"1,256.04",3080,,,,,,,,,,,,,
12/05/2021,"1,269.09",3081,,,,,,,,,,,,,
13/05/2021,"1,261.99",3082,,,,,,,,,,,,,
14/05/2021,"1,266.36",3083,,,,,,,,,,,,,
17/05/2021,"1,258.70",3084,,,,,,,,,,,,,
18/05/2021,"1,252.68",3085,,,,,,,,,,,,,
19/05/2021,"1,262.49",3086,,,,,,,,,,,,,
20/05/2021,"1,278.22",3087,,,,,,,,,,,,,
21/05/2021,"1,283.93",3088,,,,,,,,,,,,,
24/05/2021,"1,297.98",3089,,,,,,,,,,,,,
25/05/2021,"1,308.58",3090,,,,,,,,,,,,,
26/05/2021,"1,316.70",3091,,,,,,,,,,,,,
27/05/2021,"1,303.57",3092,,,,,,,,,,,,,
28/05/2021,"1,320.46",3093,,,,,,,,,,,,,
31/05/2021,"1,328.05",3094,,,,,,,,,,,,,
01/06/2021,"1,337.78",3095,,,,,,,,,,,,,
02/06/2021,"1,340.78",3096,,,,,,,,,,,,,
03/06/2021,"1,364.28",3097,,,,,,,,,,,,,
04/06/2021,"1,374.05",3098,,,,,,,,,,,,,
07/06/2021,"1,358.78",3099,,,,,,,,,,,,,
08/06/2021,"1,319.88",3100,,,,,,,,,,,,,
09/06/2021,"1,332.90",3101,,,,,,,,,,,,,
10/06/2021,"1,323.58",3102,,,,,,,,,,,,,
11/06/2021,"1,351.74",3103,,,,,,,,,,,,,
14/06/2021,"1,361.72",3104,,,,,,,,,,,,,
15/06/2021,"1,367.36",3105,,,,,,,,,,,,,
16/06/2021,"1,356.52",3106,,,,,,,,,,,,,
17/06/2021,"1,359.92",3107,,,,,,,,,,,,,
18/06/2021,"1,377.77",3108,,,,,,,,,,,,,
21/06/2021,"1,372.63",3109,,,,,,,,,,,,,
22/06/2021,"1,379.97",3110,,,,,,,,,,,,,
23/06/2021,"1,376.87",3111,,,,,,,,,,,,,
24/06/2021,"1,379.72",3112,,,,,,,,,,,,,
25/06/2021,"1,390.12",3113,,,,,,,,,,,,,
28/06/2021,"1,405.81",3114,,,,,,,,,,,,,
29/06/2021,"1,410.04",3115,,,,,,,,,,,,,
30/06/2021,"1,408.55",3116,,,,,,,,,,,,,
01/07/2021,"1,417.08",3117,,,,,,,,,,,,,
02/07/2021,"1,420.27",3118,,,,,,,,,,,,,
05/07/2021,"1,411.13",3119,,,,,,,,,,,,,
06/07/2021,"1,354.79",3120,,,,,,,,,,,,,
07/07/2021,"1,388.55",3121,,,,,,,,,,,,,
08/07/2021,"1,374.68",3122,,,,,,,,,,,,,
09/07/2021,"1,347.14",3123,,,,,,,,,,,,,
12/07/2021,"1,296.30",3124,,,,,,,,,,,,,
13/07/2021,"1,297.54",3125,,,,,,,,,,,,,
14/07/2021,"1,279.91",3126,,,,,,,,,,,,,
15/07/2021,"1,293.92",3127,,,,,,,,,,,,,
16/07/2021,"1,299.31",3128,,,,,,,,,,,,,
19/07/2021,"1,243.51",3129,,,,,,,,,,,,,
20/07/2021,"1,273.29",3130,,,,,,,,,,,,,
21/07/2021,"1,270.79",3131,,,,,,,,,,,,,
22/07/2021,"1,293.67",3132,,,,,,,,,,,,,
23/07/2021,"1,268.83",3133,,,,,,,,,,,,,
26/07/2021,"1,272.71",3134,,,,,,,,,,,,,
27/07/2021,"1,276.93",3135,,,,,,,,,,,,,
28/07/2021,"1,277.07",3136,,,,,,,,,,,,,
29/07/2021,"1,293.60",3137,,,,,,,,,,,,,
30/07/2021,"1,310.05",3138,,,,,,,,,,,,,
02/08/2021,"1,314.22",3139,,,,,,,,,,,,,
03/08/2021,"1,332.44",3140,,,,,,,,,,,,,
04/08/2021,"1,334.74",3141,,,,,,,,,,,,,
05/08/2021,"1,345.55",3142,,,,,,,,,,,,,
06/08/2021,"1,341.45",3143,,,,,,,,,,,,,
09/08/2021,"1,359.86",3144,,,,,,,,,,,,,
10/08/2021,"1,362.43",3145,,,,,,,,,,,,,
11/08/2021,"1,357.79",3146,,,,,,,,,,,,,
12/08/2021,"1,353.05",3147,,,,,,,,,,,,,
13/08/2021,"1,357.05",3148,,,,,,,,,,,,,
16/08/2021,"1,370.96",3149,,,,,,,,,,,,,
17/08/2021,"1,363.09",3150,,,,,,,,,,,,,
18/08/2021,"1,360.94",3151,,,,,,,,,,,,,
19/08/2021,"1,374.85",3152,,,,,,,,,,,,,
20/08/2021,"1,329.43",3153,,,,,,,,,,,,,
23/08/2021,"1,298.86",3154,,,,,,,,,,,,,
24/08/2021,"1,298.74",3155,,,,,,,,,,,,,
25/08/2021,"1,309.55",3156,,,,,,,,,,,,,
26/08/2021,"1,301.12",3157,,,,,,,,,,,,,
27/08/2021,"1,313.20",3158,,,,,,,,,,,,,
30/08/2021,"1,328.14",3159,,,,,,,,,,,,,
31/08/2021,"1,331.47",3160,,,,,,,,,,,,,
01/09/2021,"1,334.65",3161,,,,,,,,,,,,,
06/09/2021,"1,346.39",3162,,,,,,,,,,,,,
07/09/2021,"1,341.90",3163,,,,,,,,,,,,,
08/09/2021,"1,333.61",3164,,,,,,,,,,,,,
09/09/2021,"1,343.98",3165,,,,,,,,,,,,,
10/09/2021,"1,345.31",3166,,,,,,,,,,,,,
13/09/2021,"1,341.43",3167,,,,,,,,,,,,,
14/09/2021,"1,339.70",3168,,,,,,,,,,,,,
15/09/2021,"1,345.83",3169,,,,,,,,,,,,,
16/09/2021,"1,345.87",3170,,,,,,,,,,,,,
17/09/2021,"1,352.64",3171,,,,,,,,,,,,,
20/09/2021,"1,350.48",3172,,,,,,,,,,,,,
21/09/2021,"1,339.84",3173,,,,,,,,,,,,,
22/09/2021,"1,350.68",3174,,,,,,,,,,,,,
23/09/2021,"1,352.76",3175,,,,,,,,,,,,,
24/09/2021,"1,351.17",3176,,,,,,,,,,,,,
27/09/2021,"1,324.99",3177,,,,,,,,,,,,,
28/09/2021,"1,339.31",3178,,,,,,,,,,,,,
29/09/2021,"1,339.21",3179,,,,,,,,,,,,,
30/09/2021,"1,342.06",3180,,,,,,,,,,,,,
01/10/2021,"1,334.89",3181,,,,,,,,,,,,,
04/10/2021,"1,339.54",3182,,,,,,,,,,,,,
05/10/2021,"1,354.63",3183,,,,,,,,,,,,,
06/10/2021,"1,362.82",3184,,,,,,,,,,,,,
07/10/2021,"1,365.99",3185,,,,,,,,,,,,,
08/10/2021,"1,372.73",3186,,,,,,,,,,,,,
11/10/2021,"1,394.09",3187,,,,,,,,,,,,,
12/10/2021,"1,394.80",3188,,,,,,,,,,,,,
13/10/2021,"1,391.91",3189,,,,,,,,,,,,,
14/10/2021,"1,391.85",3190,,,,,,,,,,,,,
15/10/2021,"1,392.70",3191,,,,,,,,,,,,,
18/10/2021,"1,395.53",3192,,,,,,,,,,,,,
19/10/2021,"1,395.33",3193,,,,,,,,,,,,,
20/10/2021,"1,393.80",3194,,,,,,,,,,,,,
21/10/2021,"1,384.77",3195,,,,,,,,,,,,,
22/10/2021,"1,389.24",3196,,,,,,,,,,,,,
25/10/2021,"1,385.40",3197,,,,,,,,,,,,,
26/10/2021,"1,391.63",3198,,,,,,,,,,,,,
27/10/2021,"1,423.02",3199,,,,,,,,,,,,,
28/10/2021,"1,438.01",3200,,,,,,,,,,,,,
29/10/2021,"1,444.27",3201,,,,,,,,,,,,,
01/11/2021,"1,438.97",3202,,,,,,,,,,,,,
02/11/2021,"1,452.46",3203,,,,,,,,,,,,,
03/11/2021,"1,444.30",3204,,,,,,,,,,,,,
04/11/2021,"1,448.34",3205,,,,,,,,,,,,,
05/11/2021,"1,456.51",3206,,,,,,,,,,,,,
08/11/2021,"1,467.57",3207,,,,,,,,,,,,,
09/11/2021,"1,461.50",3208,,,,,,,,,,,,,
10/11/2021,"1,465.02",3209,,,,,,,,,,,,,
11/11/2021,"1,462.35",3210,,,,,,,,,,,,,
12/11/2021,"1,473.37",3211,,,,,,,,,,,,,
15/11/2021,"1,476.57",3212,,,,,,,,,,,,,
16/11/2021,"1,466.45",3213,,,,,,,,,,,,,
17/11/2021,"1,475.85",3214,,,,,,,,,,,,,
18/11/2021,"1,469.83",3215,,,,,,,,,,,,,
19/11/2021,"1,452.35",3216,,,,,,,,,,,,,
22/11/2021,"1,447.25",3217,,,,,,,,,,,,,
23/11/2021,"1,463.63",3218,,,,,,,,,,,,,
24/11/2021,"1,488.87",3219,,,,,,,,,,,,,
25/11/2021,"1,500.81",3220,,,,,,,,,,,,,
26/11/2021,"1,493.03",3221,,,,,,,,,,,,,
29/11/2021,"1,484.84",3222,,,,,,,,,,,,,
30/11/2021,"1,478.44",3223,,,,,,,,,,,,,
01/12/2021,"1,485.19",3224,,,,,,,,,,,,,
02/12/2021,"1,482.05",3225,,,,,,,,,,,,,
03/12/2021,"1,443.32",3226,,,,,,,,,,,,,
06/12/2021,"1,413.58",3227,,,,,,,,,,,,,
07/12/2021,"1,446.77",3228,,,,,,,,,,,,,
08/12/2021,"1,452.87",3229,,,,,,,,,,,,,
09/12/2021,"1,467.98",3230,,,,,,,,,,,,,
10/12/2021,"1,463.54",3231,,,,,,,,,,,,,
13/12/2021,"1,476.21",3232,,,,,,,,,,,,,
14/12/2021,"1,476.02",3233,,,,,,,,,,,,,
15/12/2021,"1,475.50",3234,,,,,,,,,,,,,
16/12/2021,"1,476.61",3235,,,,,,,,,,,,,
17/12/2021,"1,479.79",3236,,,,,,,,,,,,,
20/12/2021,"1,477.33",3237,,,,,,,,,,,,,
21/12/2021,"1,478.74",3238,,,,,,,,,,,,,
22/12/2021,"1,477.67",3239,,,,,,,,,,,,,
23/12/2021,"1,456.96",3240,,,,,,,,,,,,,
24/12/2021,"1,477.03",3241,,,,,,,,,,,,,
27/12/2021,"1,488.88",3242,,,,,,,,,,,,,
28/12/2021,"1,494.39",3243,,,,,,,,,,,,,
29/12/2021,"1,485.82",3244,,,,,,,,,,,,,
30/12/2021,"1,485.97",3245,,,,,,,,,,,,,
31/12/2021,"1,498.28",3246,,,,,,,,,,,,,
04/01/2022,"1,525.58",3247,,,,,,,,,,,,,
05/01/2022,"1,522.50",3248,,,,,,,,,,,,,
06/01/2022,"1,528.57",3249,,,,,,,,,,,,,
07/01/2022,"1,528.48",3250,,,,,,,,,,,,,
10/01/2022,"1,503.71",3251,,,,,,,,,,,,,
11/01/2022,"1,492.31",3252,,,,,,,,,,,,,
12/01/2022,"1,510.51",3253,,,,,,,,,,,,,
13/01/2022,"1,496.05",3254,,,,,,,,,,,,,
14/01/2022,"1,496.02",3255,,,,,,,,,,,,,
17/01/2022,"1,452.84",3256,,,,,,,,,,,,,
18/01/2022,"1,438.94",3257,,,,,,,,,,,,,
19/01/2022,"1,442.79",3258,,,,,,,,,,,,,
20/01/2022,"1,465.30",3259,,,,,,,,,,,,,
21/01/2022,"1,472.89",3260,,,,,,,,,,,,,
24/01/2022,"1,439.71",3261,,,,,,,,,,,,,
25/01/2022,"1,479.58",3262,,,,,,,,,,,,,
26/01/2022,"1,481.58",3263,,,,,,,,,,,,,
27/01/2022,"1,470.76",3264,,,,,,,,,,,,,
28/01/2022,"1,478.96",3265,,,,,,,,,,,,,
07/02/2022,"1,497.66",3266,,,,,,,,,,,,,
08/02/2022,"1,500.99",3267,,,,,,,,,,,,,
09/02/2022,"1,505.38",3268,,,,,,,,,,,,,
10/02/2022,"1,506.79",3269,,,,,,,,,,,,,
11/02/2022,"1,501.71",3270,,,,,,,,,,,,,
14/02/2022,"1,471.96",3271,,,,,,,,,,,,,
15/02/2022,"1,492.75",3272,,,,,,,,,,,,,
16/02/2022,"1,492.10",3273,,,,,,,,,,,,,
17/02/2022,"1,507.99",3274,,,,,,,,,,,,,
18/02/2022,"1,504.84",3275,,,,,,,,,,,,,
21/02/2022,"1,510.84",3276,,,,,,,,,,,,,
22/02/2022,"1,503.47",3277,,,,,,,,,,,,,
23/02/2022,"1,512.30",3278,,,,,,,,,,,,,
24/02/2022,"1,494.85",3279,,,,,,,,,,,,,
25/02/2022,"1,498.89",3280,,,,,,,,,,,,,
28/02/2022,"1,490.13",3281,,,,,,,,,,,,,
01/03/2022,"1,498.78",3282,,,,,,,,,,,,,
02/03/2022,"1,485.52",3283,,,,,,,,,,,,,
03/03/2022,"1,505.00",3284,,,,,,,,,,,,,
04/03/2022,"1,505.33",3285,,,,,,,,,,,,,
07/03/2022,"1,499.05",3286,,,,,,,,,,,,,
08/03/2022,"1,473.71",3287,,,,,,,,,,,,,
09/03/2022,"1,473.74",3288,,,,,,,,,,,,,
10/03/2022,"1,479.08",3289,,,,,,,,,,,,,
11/03/2022,"1,466.54",3290,,,,,,,,,,,,,
14/03/2022,"1,446.25",3291,,,,,,,,,,,,,
15/03/2022,"1,452.74",3292,,,,,,,,,,,,,
16/03/2022,"1,459.33",3293,,,,,,,,,,,,,
17/03/2022,"1,461.34",3294,,,,,,,,,,,,,
